Transaction_ID,Date,Department_ID,Region_ID,Product_Category,Budget_Revenue,Actual_Revenue,Budget_Expense,Actual_Expense,Headcount,Status
TXN0000791,2026-08-23 00:00:00,D002,R002,Subscription,174828.65,148733.34,101806.92,112190.9,128,Completed
TXN0000792,2024-10-19 00:00:00,D004,R001,Subscription,134060.66,178510.01,76115.52,58197.21,154,Completed
TXN0000793,2024-12-09 00:00:00,D010,R002,Hardware,239297.29,252553.59,169868.77,154396.44,180,Completed
TXN0000794,2025-04-15 00:00:00,D008,R004,Software,176266.73,197894.66,103225.01,108117.52,101,Pending
TXN0000795,2026-12-06 00:00:00,D003,R003,Services,,146526.51,51026.37,46949.18,134,Pending
TXN0000796,2026-09-01 00:00:00,D003,R003,Services,131158.59,138188.85,54830.47,60787.95,162,Cancelled
TXN0000797,2026-10-27 00:00:00,D001,R001,Subscription,134063.0,,73687.9,75634.11,35,Completed
TXN0000798,2024-01-03 00:00:00,D008,R004,Subscription,108702.64,85596.39,57881.26,63280.43,178,Pending
TXN0000799,2026-12-21 00:00:00,D009,R001,Software,218019.53,240952.52,105203.21,104081.02,114,Completed
TXN0000800,2025-12-18 00:00:00,D008,R004,Consulting,137417.43,102998.53,84271.6,94597.82,155,Cancelled
TXN0000801,2026-09-04 00:00:00,D002,R002,Hardware,185220.78,191978.33,147317.38,151797.33,64,Completed
TXN0000802,2026-04-16 00:00:00,D005,R002,Subscription,193110.55,147152.57,94270.71,68914.33,70,Completed
TXN0000803,2026-12-06 00:00:00,D001,R001,Software,142509.42,159617.88,86536.94,92943.4,35,Cancelled
TXN0000804,2025-10-08 00:00:00,D001,R001,Services,161246.25,153107.0,100814.6,100218.43,109,Completed
TXN0000805,2025-06-03 00:00:00,D002,R002,Support,91740.6,85564.82,58408.87,54224.2,71,Cancelled
TXN0000806,2025-07-18 00:00:00,D007,R004,Subscription,197295.58,206181.83,97836.77,115235.92,179,Pending
TXN0000807,2026-09-15 00:00:00,D004,R001,Subscription,119838.54,145748.39,105176.04,76755.64,50,Completed
TXN0000808,2025-09-20 00:00:00,D009,R001,Hardware,186531.9,175311.51,157838.62,151329.91,152,Completed
TXN0000809,2024-08-31 00:00:00,D007,R004,Support,104274.58,93811.01,55011.67,56753.24,63,Pending
TXN0000810,2026-03-31 00:00:00,D003,R003,Subscription,184673.03,181867.48,114154.23,107572.06,91,Cancelled
TXN0000811,2024-04-16 00:00:00,D010,R002,Support,74467.79,78165.21,43097.92,43070.66,46,Pending
TXN0000812,2026-08-23 00:00:00,D001,R001,Services,157399.91,148491.39,88612.39,114959.7,158,Pending
TXN0000813,2024-06-12 00:00:00,D002,R005,Hardware,172995.06,157589.78,169541.29,160856.16,160,Completed
TXN0000814,2026-12-03 00:00:00,D007,R004,Consulting,115607.82,103920.66,80183.7,87458.85,78,Cancelled
TXN0000815,2026-10-09 00:00:00,D001,R001,Services,152509.28,153887.78,113220.88,121479.05,117,Completed
TXN0000816,2025-08-08 00:00:00,D004,R001,Subscription,158470.52,185446.42,82065.86,83006.65,54,Completed
TXN0000817,2025-04-19 00:00:00,D010,R002,Support,102027.83,82874.91,49389.23,unknown,162,Completed
TXN0000818,2024-01-01 00:00:00,D001,R001,Support,73148.86,74481.62,72117.72,71960.85,45,Completed
TXN0000819,2026-03-20 00:00:00,D005,R002,Hardware,216021.16,210999.46,143668.54,170087.04,108,Cancelled
TXN0000820,2024-05-20 00:00:00,D004,R001,Support,104139.75,71360.46,46497.82,46360.23,28,Cancelled
TXN0000821,2025-12-13 00:00:00,D005,R002,Subscription,144515.8,147450.22,99437.82,98238.55,93,Completed
TXN0000822,2026-07-20 00:00:00,D004,R001,SERVICES,159954.85,209516.04,77239.29,,108,Cancelled
TXN0000823,2026-11-02 00:00:00,D001,R001,Consulting,157672.65,142076.78,76172.06,98114.16,32,Cancelled
TXN0000824,2024-08-27 00:00:00,D002,R002,Hardware,252033.2,241675.94,131440.64,126226.92,136,Completed
TXN0000825,2025-05-27 00:00:00,D009,R001,Subscription,143687.84,119164.63,101975.28,86193.93,118,Pending
TXN0000826,2025-11-26 00:00:00,D010,R002,Services,139849.94,166547.92,95662.44,96873.5,122,Pending
TXN0000827,2024-08-26 00:00:00,D010,R002,Consulting,114657.72,124266.12,62869.12,48723.24,71,Completed
TXN0000828,2025-04-15 00:00:00,D007,R004,Services,139795.55,163126.85,87150.01,89861.67,85,Pending
TXN0000829,2025-06-23 00:00:00,D006,R003,Software,173002.88,175519.63,126499.6,131708.41,68,Completed
TXN0000830,2025-12-01 00:00:00,D002,R002,Support,84408.33,77899.88,59305.44,63757.42,24,Cancelled
TXN0000831,2025-03-23 00:00:00,D003,R003,Hardware,277101.02,255424.54,133112.92,94045.33,151,Completed
TXN0000832,2025-01-24 00:00:00,D003,R003,Support,108565.65,76534.17,30029.94,33227.04,132,Completed
TXN0000833,2025-02-27 00:00:00,D004,R001,Hardware,184861.75,206719.75,162905.67,166799.74,63,Completed
TXN0000834,2024-11-15 00:00:00,D004,R001,Hardware,263404.37,266804.54,154867.45,156629.14,32,Completed
TXN0000835,2026-10-05 00:00:00,D002,R002,Support,78996.46,65414.33,29354.55,24591.16,162,Completed
TXN0000836,2026-01-30 00:00:00,D009,R001,Consulting,143314.57,167998.38,77563.99,80926.26,163,Completed
TXN0000837,2025-07-16 00:00:00,D008,R004,Subscription,119889.22,118298.08,89502.47,89968.23,130,Completed
TXN0000838,2024-09-19 00:00:00,D009,R001,Services,141148.21,147851.44,93478.34,94952.78,18,Cancelled
TXN0000839,2024-03-07 00:00:00,D007,R004,Subscription,167087.21,163467.52,78447.17,88517.51,133,Completed
TXN0000840,2026-07-25 00:00:00,D007,R004,Services,158104.12,162795.82,82854.64,81318.47,35,Cancelled
TXN0000841,2024-01-25 00:00:00,D008,R004,Software,201134.72,168388.35,81288.5,101032.58,177,Completed
TXN0000842,2026-01-10 00:00:00,D007,R004,Hardware,252582.2,298050.17,122666.5,,161,Completed
TXN0000843,2025-07-05 00:00:00,D003,R003,Services,134171.22,131675.31,77160.69,97930.62,125,Cancelled
TXN0000844,2026-05-18 00:00:00,D006,R003,Consulting,101666.01,86314.71,84090.89,80941.02,58,Pending
TXN0000845,2025-07-26 00:00:00,D006,R003,Consulting,123138.91,127895.44,78956.0,58450.09,120,Completed
TXN0000846,2025-04-13 00:00:00,D010,R002,Subscription,154502.88,178486.72,87145.98,89814.41,30,Completed
TXN0000847,2025-02-05 00:00:00,D004,R001,Consulting,102660.51,120946.41,58426.3,66799.12,42,Completed
TXN0000848,2026-05-13 00:00:00,D008,R004,Services,,172047.99,78415.99,92192.99,132,Completed
TXN0000849,2026-09-23 00:00:00,D009,R001,Hardware,236221.59,257239.26,153281.77,206134.99,81,Completed
TXN0000850,2026-03-26 00:00:00,D009,R001,Software,203419.59,215813.44,111967.67,127427.13,30,Completed
TXN0000851,2026-09-02 00:00:00,D001,R001,Hardware,216795.67,191787.95,71446.12,75130.62,166,Completed
TXN0000852,2026-01-09 00:00:00,D008,R004,Hardware,172917.05,185852.41,143842.78,132137.12,97,Cancelled
TXN0000853,2025-12-05 00:00:00,D009,R001,Hardware,188681.08,204568.01,145788.99,145748.88,10,Pending
TXN0000854,2025-02-11 00:00:00,D002,R002,Support,90026.23,90525.35,58650.0,65058.02,152,Cancelled
TXN0000855,2025-12-28 00:00:00,D009,R001,Hardware,185616.87,183540.8,147269.27,166999.72,88,Cancelled
TXN0000856,2024-06-09 00:00:00,D008,R004,Consulting,112967.97,116418.94,79586.85,80189.7,102,Cancelled
TXN0000857,2024-12-09 00:00:00,D005,R002,Services,,108907.0,94096.23,109059.12,168,Completed
TXN0000858,2026-04-08 00:00:00,D007,R004,Subscription,125927.98,133580.83,86360.21,95804.94,23,Completed
TXN0000859,2025-10-10 00:00:00,D003,R003,Hardware,245565.27,245352.02,145449.64,149514.87,172,Completed
TXN0000860,2025-07-09 00:00:00,D005,R002,Consulting,100356.41,106956.52,37371.28,40002.34,118,Completed
TXN0000861,2026-04-27 00:00:00,D010,R002,Consulting,186992.4,161581.49,72283.77,82608.76,47,Completed
TXN0000862,2025-05-30 00:00:00,D001,R001,Services,133306.77,unknown,79561.66,73672.8,25,Completed
TXN0000863,2024-05-10 00:00:00,D003,R003,Software,195752.39,199402.93,75691.06,73924.7,126,Cancelled
TXN0000864,2024-06-19 00:00:00,D001,R006,Subscription,119811.08,105496.41,79806.08,80558.35,31,Completed
TXN0000865,2026-03-09 00:00:00,D010,R002,Support,113122.35,115496.37,51308.97,52105.74,84,Completed
TXN0000866,2024-09-15 00:00:00,D004,R001,Consulting,131915.28,135053.31,72987.33,83085.73,38,Cancelled
TXN0000867,2026-09-02 00:00:00,D003,R006,Hardware,,213179.8,140734.59,125245.63,124,Cancelled
TXN0000868,2024-12-28 00:00:00,D005,R002,Services,142129.53,135624.29,95852.73,96611.82,156,Cancelled
TXN0000869,2026-06-09 00:00:00,D008,R004,Support,99523.27,97836.68,60453.7,57575.34,139,Cancelled
TXN0000870,2025-04-10 00:00:00,D005,R002,Consulting,155394.18,158822.13,68051.26,59454.5,27,Pending
TXN0000871,2024-11-14 00:00:00,D005,R002,Hardware,266188.27,261244.06,157318.64,156952.56,82,Completed
TXN0000872,2025-12-05 00:00:00,D001,R001,Services,73854.61,84902.67,119666.53,163534.92,78,Pending
TXN0000873,2025-09-05 00:00:00,D009,R006,Consulting,144591.8,130645.48,87537.57,98156.82,7,Pending
TXN0000874,2026-02-04 00:00:00,D005,R002,Software,157740.74,146496.08,86230.22,84345.76,53,Pending
TXN0000875,2024-11-30 00:00:00,D009,R001,Services,143702.77,135066.69,77899.01,94208.26,170,Pending
TXN0000876,2026/05/14,D007,R004,Software,139676.82,118854.16,114098.48,113718.26,165,Completed
TXN0000877,2025-07-10 00:00:00,D009,R001,Subscription,140376.25,135506.36,103936.69,96410.38,77,Cancelled
TXN0000878,2025-01-08 00:00:00,D005,R002,Software,152382.67,134635.3,118366.43,143203.29,39,Completed
TXN0000879,2026-07-16 00:00:00,D002,R002,Subscription,166551.88,131311.26,99157.94,124515.89,74,Cancelled
TXN0000880,2024-11-07 00:00:00,D008,R004,Software,161549.83,149392.59,107817.22,89950.95,17,Cancelled
TXN0000881,2025-07-31 00:00:00,D001,R001,Software,201737.52,178201.22,120626.71,116571.8,73,Completed
TXN0000882,2024-07-03 00:00:00,D008,R004,Services,156241.87,145242.44,97624.14,92871.64,43,Completed
TXN0000883,2025-09-30 00:00:00,D008,R004,Consulting,113339.32,113780.08,92115.36,106575.31,132,Completed
TXN0000884,2025-11-07 00:00:00,D008,R004,Software,214430.1,239274.78,103388.85,109901.36,25,Completed
TXN0000885,2024-05-26 00:00:00,D001,R001,Consulting,138216.31,124916.29,93196.52,107901.2,144,Pending
TXN0000886,2026-02-20 00:00:00,D003,R003,Hardware,168893.77,178543.38,141676.39,89297.73,8,Completed
TXN0000887,2025-05-21 00:00:00,D004,R001,Consulting,159525.85,183470.46,89648.07,91594.28,13,Completed
TXN0000888,2026-12-03 00:00:00,D008,R004,Software,211838.93,212435.33,85358.76,107762.43,175,Completed
TXN0000889,2025-10-23 00:00:00,D008,R004,Hardware,289226.23,262694.21,169129.43,168266.96,45,Completed
TXN0000890,2026-09-12 00:00:00,D009,R001,Hardware,229512.15,266815.3,174072.68,174718.38,168,Completed
TXN0000891,2025-03-22 00:00:00,D004,R001,Software,173659.37,219989.0,128657.58,121553.26,33,Completed
TXN0000892,2025-07-19 00:00:00,D007,R004,Services,136891.73,153753.64,89203.05,101782.08,154,Completed
TXN0000893,2024-03-27 00:00:00,D007,R004,Software,149561.39,183002.58,129698.71,126748.13,153,Pending
TXN0000894,2025-05-24 00:00:00,D010,R002,Software,147326.26,157251.24,73288.2,72332.06,45,Pending
TXN0000895,2024-05-02 00:00:00,D002,R002,Hardware,235428.34,252077.65,93486.23,90762.72,20,Completed
TXN0000896,2024-09-14 00:00:00,D003,R003,Software,198300.89,211585.64,138790.04,110454.11,129,Completed
TXN0000897,2025-12-12 00:00:00,D006,R003,Support,55990.43,45498.86,,54937.78,117,Completed
TXN0000898,2024-10-02 00:00:00,D001,R001,Hardware,193968.05,145917.41,143864.01,169112.09,69,Completed
TXN0000899,2025-08-26 00:00:00,D008,R004,Subscription,183271.44,157117.61,77787.86,67264.99,143,Pending
TXN0000900,2025-12-13 00:00:00,D004,R001,Subscription,181105.48,187272.71,71651.06,81889.21,87,Pending
TXN0000901,2024-11-24 00:00:00,D005,R002,Subscription,206031.67,148833.1,100563.09,103748.89,22,Cancelled
TXN0000902,2026-01-21 00:00:00,D003,R003,Hardware,136651.92,174404.87,192378.53,,121,Completed
TXN0000903,2024-02-08 00:00:00,D009,R001,Services,135314.7,129535.69,63248.23,64913.76,163,Completed
TXN0000904,2024-05-09 00:00:00,D010,R002,Support,110866.83,120150.44,55127.68,55209.68,173,Cancelled
TXN0000905,2026-10-15 00:00:00,D007,R004,Support,101594.89,81014.67,76070.38,73038.2,146,Completed
TXN0000906,2025-10-21 00:00:00,D010,R002,Consulting,161537.41,147762.49,80659.33,82221.31,33,Completed
TXN0000907,2024-09-22 00:00:00,D009,R001,Software,206829.11,249804.95,128851.02,126177.04,50,Completed
TXN0000908,2024-07-21 00:00:00,D004,R001,Services,168270.91,180280.46,82461.17,93907.87,13,Cancelled
TXN0000909,2025-06-08 00:00:00,D007,R004,Subscription,124962.47,124075.99,73849.97,94478.95,17,Completed
TXN0000910,2024-01-27 00:00:00,D004,R001,Software,170111.88,161857.22,128425.65,124955.68,58,Pending
TXN0000911,2024-05-04 00:00:00,D002,R002,Support,90508.61,111606.9,69146.69,67280.48,97,Cancelled
TXN0000912,2024-04-29 00:00:00,,R004,Support,99874.32,106015.42,41312.71,55988.27,162,Completed
TXN0000913,2024-06-08 00:00:00,D009,R005,Hardware,233243.77,233987.07,179291.27,151574.64,60,Cancelled
TXN0000914,2026-12-24 00:00:00,D002,R002,Services,164098.63,210519.56,116615.56,111857.06,103,Completed
TXN0000915,2025-01-01 00:00:00,D004,R001,Services,94116.84,100439.4,75401.48,72147.25,147,Cancelled
TXN0000916,2026-01-03 00:00:00,D007,R004,Support,88135.22,78323.69,51955.91,54703.46,177,Pending
TXN0000917,2025-01-04 00:00:00,D007,R004,Services,165924.98,178121.8,91822.92,120055.41,145,Pending
TXN0000918,2026-12-29 00:00:00,D009,R001,Services,114044.7,111353.07,85626.68,83985.37,158,Pending
TXN0000919,2025-10-26 00:00:00,D006,R003,Subscription,158851.04,214038.86,69778.95,66261.34,100,Pending
TXN0000920,2025-05-07 00:00:00,D007,R004,Hardware,157335.85,155068.79,163950.62,160267.73,149,Cancelled
TXN0000921,2025-06-04 00:00:00,D004,R001,Subscription,179847.94,163708.23,80155.67,70485.61,97,Pending
TXN0000922,2024-03-11 00:00:00,D008,R004,Software,184846.97,215400.99,111721.76,119303.62,77,Cancelled
TXN0000923,2024-01-14 00:00:00,D001,R001,Hardware,157343.96,174852.87,146165.28,164267.65,81,Completed
TXN0000924,2025-07-19 00:00:00,D004,R001,Software,161399.14,139791.24,119440.88,153480.33,146,Cancelled
TXN0000925,2024-11-12 00:00:00,D009,R001,Subscription,186149.31,237475.69,91778.11,65319.26,29,Completed
TXN0000926,2025-06-26 00:00:00,D008,R004,Services,158814.61,161715.98,89427.86,92099.97,98,Cancelled
TXN0000927,2024-07-07 00:00:00,D004,R001,Hardware,185576.24,183955.75,144747.88,145430.24,151,Pending
TXN0000928,2024-06-07 00:00:00,D010,R002,Support,94422.77,102948.7,36743.17,28597.05,88,Pending
TXN0000929,2024-07-14 00:00:00,D003,R003,Support,81842.17,83994.67,53674.6,67295.24,157,Completed
TXN0000930,2026-02-20 00:00:00,D001,R001,Subscription,168924.97,158928.94,71660.37,76712.31,25,Completed
TXN0000931,2026-05-03 00:00:00,D006,R003,Consulting,95714.27,102550.42,53467.3,37139.64,35,Completed
TXN0000932,2026-02-22 00:00:00,D010,R002,Support,86749.64,85421.46,58234.09,61616.18,18,Completed
TXN0000933,2026-10-25 00:00:00,D009,R005,Hardware,183648.15,188541.14,185163.14,129888.01,61,Completed
TXN0000934,2026-07-01 00:00:00,D001,R001,Consulting,83452.11,79219.93,70787.56,84219.74,157,Cancelled
TXN0000935,2025/08/16,D009,R001,Consulting,117557.56,162382.25,69796.44,75801.06,105,Completed
TXN0000936,2024-04-10 00:00:00,D003,R003,Consulting,151096.4,151632.25,69847.45,58187.08,145,Pending
TXN0000937,2026-06-08 00:00:00,D005,R002,Subscription,154951.52,180056.42,95750.17,108287.47,38,Completed
TXN0000938,2026-03-20 00:00:00,D008,R004,Consulting,113437.24,112312.97,61420.75,67810.34,171,Cancelled
TXN0000939,2026-12-09 00:00:00,D004,R001,Support,137557.66,160352.07,45554.71,42195.6,68,Completed
TXN0000940,2025-10-24 00:00:00,D002,R002,Consulting,165671.19,167210.35,82154.88,78583.7,180,Cancelled
TXN0000941,2026-05-17 00:00:00,D002,R002,Consulting,93549.38,107071.81,90623.33,92593.5,98,Completed
TXN0000942,2024-02-19 00:00:00,D004,R001,Subscription,181625.14,177786.28,99423.81,108725.74,83,Completed
TXN0000943,2024-10-25 00:00:00,D006,R003,Consulting,143435.9,112788.52,81154.5,91690.41,117,Completed
TXN0000944,2024-11-15 00:00:00,D004,R001,Hardware,201516.35,181765.23,110594.76,104098.42,26,Completed
TXN0000945,2024-10-29 00:00:00,D001,R001,Subscription,113142.26,114885.76,119125.3,138496.97,78,Completed
TXN0000946,2025-09-16 00:00:00,D006,R003,Software,218591.18,208967.06,95592.55,81710.66,120,Pending
TXN0000947,2025-03-09 00:00:00,D001,R001,Support,68359.03,64040.02,61372.4,65978.65,57,Cancelled
TXN0000948,2026-09-16 00:00:00,D009,R001,Subscription,,147678.45,101280.37,68375.89,164,Completed
TXN0000949,2026-12-14 00:00:00,D001,R001,Support,77430.83,92742.27,55694.88,55900.06,16,Completed
TXN0000950,2025-07-09 00:00:00,D003,R005,Support,116224.36,121019.26,58659.27,59489.01,18,Pending
TXN0000951,2026-01-07 00:00:00,D001,R006,Support,115494.49,120256.37,59018.85,57466.41,32,Completed
TXN0000952,2026-03-02 00:00:00,D005,R002,Support,91289.09,96015.23,61677.65,70241.43,64,Pending
TXN0000953,2025-10-08 00:00:00,D009,R001,Software,207795.92,238036.26,119742.82,113600.65,129,Cancelled
TXN0000954,2026-10-22 00:00:00,D009,R001,Services,120873.94,137479.53,71689.12,67281.09,122,Cancelled
TXN0000955,2026-09-30 00:00:00,D001,R006,Hardware,188118.23,174829.87,149372.64,130168.8,105,Completed
TXN0000956,2025-12-28 00:00:00,D001,R001,Hardware,212329.27,204883.87,157534.68,166631.17,165,Completed
TXN0000957,2025-07-18 00:00:00,D004,R001,Subscription,165713.73,178700.32,89867.77,72794.82,20,Completed
TXN0000958,2025-07-27 00:00:00,D007,R004,Software,162544.15,118876.22,105512.93,108653.24,62,Completed
TXN0000959,2024-10-08 00:00:00,D006,R003,Support,77497.8,70048.1,50617.94,51301.34,27,Pending
TXN0000960,2025-04-10 00:00:00,D009,R001,Subscription,129649.54,127540.81,96160.53,100266.81,111,Completed
TXN0000961,2025-11-05 00:00:00,D010,R002,Hardware,209117.83,214519.01,93931.15,94230.17,119,Cancelled
TXN0000962,2025-02-18 00:00:00,D003,R003,Services,144222.77,156716.9,,95713.77,40,Completed
TXN0000963,2024-10-24 00:00:00,D009,R001,Consulting,84341.57,108266.62,72657.88,68384.96,172,Cancelled
TXN0000964,2026-12-27 00:00:00,D003,R003,Subscription,154521.06,151392.19,"₹1,25,000",84422.47,35,Completed
TXN0000965,2024-03-01 00:00:00,D006,R003,Services,108695.39,118860.86,69692.02,61098.21,86,Pending
TXN0000966,2025-07-14 00:00:00,D007,R004,Support,96992.43,99183.88,61509.14,63358.91,43,Completed
TXN0000967,2025-06-30 00:00:00,D002,R002,Software,161000.15,176724.7,99092.01,97212.23,160,Cancelled
TXN0000968,2025-04-17 00:00:00,D010,R002,Services,174045.6,152670.0,64429.61,76353.4,180,Completed
TXN0000969,2026-10-25 00:00:00,D006,R006,Services,122374.75,113160.78,87199.1,113866.59,159,Pending
TXN0000970,2026-10-03 00:00:00,D006,R003,Consulting,93251.22,97775.09,85766.36,91001.61,126,Completed
TXN0000971,2026-04-16 00:00:00,D003,R003,Software,141516.41,143876.3,103007.11,133936.85,8,Completed
TXN0000972,2025-02-19 00:00:00,D888,R004,Support,65189.13,73071.98,65122.35,62668.04,57,Completed
TXN0000973,2026-09-30 00:00:00,D003,R003,Consulting,107805.8,122064.4,86654.28,78914.26,88,Pending
TXN0000974,2026-02-18 00:00:00,D004,R001,Software,161521.82,155267.1,89247.7,93309.35,85,Pending
TXN0000975,2026-12-11 00:00:00,D010,R002,,154885.24,149949.55,99444.85,107975.28,169,Completed
TXN0000976,2024-03-27 00:00:00,D009,R001,Consulting,109563.88,82325.66,68494.7,70055.96,67,Cancelled
TXN0000977,2024-03-21 00:00:00,D009,R001,Support,89075.93,86908.93,65419.09,83651.71,147,Pending
TXN0000978,2025-01-23 00:00:00,D009,R001,Software,152440.13,142721.76,100478.28,123329.97,79,Pending
TXN0000979,2026-08-02 00:00:00,D007,R004,Hardware,232670.62,261631.27,112358.91,74471.37,47,Pending
TXN0000980,2026-11-24 00:00:00,D005,R002,Software,211623.72,204162.29,134630.96,117580.02,41,Pending
TXN0000981,2024-08-19 00:00:00,D008,R004,Subscription,158946.21,146355.33,99498.96,114347.32,51,Cancelled
TXN0000982,2025-10-24 00:00:00,D009,,Consulting,131604.59,147078.09,79032.92,58064.17,120,Completed
TXN0000983,2025-02-17 00:00:00,D003,R003,Support,83951.43,95932.68,50598.26,40031.57,121,Completed
TXN0000984,2024-12-01 00:00:00,D005,R002,Support,87030.53,107140.52,54825.81,54720.64,36,Completed
TXN0000985,2026-01-13 00:00:00,D002,R002,Support,91340.92,91823.92,55323.69,55159.57,26,Cancelled
TXN0000986,2024-11-23 00:00:00,D007,R004,Subscription,139509.89,158012.31,,90272.12,101,Cancelled
TXN0000987,2024-11-03 00:00:00,D007,R005,Hardware,237062.15,175080.4,115404.16,122373.01,46,Completed
TXN0000988,2026/05/09,D003,R003,Software,202781.82,234390.0,119384.45,79875.93,83,Completed
TXN0000989,2024-08-28 00:00:00,D008,R004,Services,127812.85,126541.05,96448.22,94037.28,38,Completed
TXN0000990,2024-01-26 00:00:00,D001,R001,Hardware,225368.31,249411.09,161901.63,177376.85,122,Pending
TXN0000991,2026-10-07 00:00:00,D008,R004,Software,196348.45,190977.67,121027.08,115695.75,65,Completed
TXN0000992,2026-04-19 00:00:00,D010,R002,Consulting,141951.94,136188.94,68527.21,60343.6,118,Completed
TXN0000993,2025-07-23 00:00:00,D010,R002,Services,135482.87,142849.72,83503.93,96745.2,163,Cancelled
TXN0000994,2025-12-15 00:00:00,D004,R005,Software,174802.41,135737.37,154015.85,198664.39,14,Completed
TXN0000995,2025-09-03 00:00:00,D001,R001,Subscription,124505.98,139809.61,103715.45,108189.79,89,Completed
TXN0000996,2024-11-26 00:00:00,D001,R001,Services,130795.93,128040.97,"₹1,25,000",69901.09,177,Completed
TXN0000997,2024-12-29 00:00:00,D010,R002,Support,74241.21,94799.89,58578.27,54214.67,121,Cancelled
TXN0000998,2025-09-04 00:00:00,D006,R003,Software,182448.67,226006.49,128460.01,125775.26,87,Completed
TXN0000999,2024-05-12 00:00:00,D007,R004,Consulting,110948.51,127748.25,85083.29,99943.6,79,Pending
TXN0001000,2025-11-05 00:00:00,D003,R003,Hardware,263073.33,242002.95,161045.55,166005.9,139,Pending
TXN0001001,2024-04-29 00:00:00,D009,R001,Services,131329.59,127587.99,79906.34,78965.7,32,Cancelled
TXN0001002,2025-08-11 00:00:00,D009,R001,Consulting,94666.02,108563.69,76190.7,81189.26,114,Cancelled
TXN0001003,2025-12-25 00:00:00,D006,R003,Subscription,193624.28,201215.61,79574.91,83528.58,38,Cancelled
TXN0001004,2026-10-16 00:00:00,D010,R002,Support,81038.53,63737.69,52765.22,69436.63,131,Completed
TXN0001005,2025-01-31 00:00:00,D010,R002,Hardware,264547.33,307832.49,104567.69,73684.04,5,Completed
TXN0001006,2025-02-28 00:00:00,D001,R001,Software,183673.98,167440.16,118078.29,108178.29,162,Pending
TXN0001007,2025-03-10 00:00:00,D007,R006,Subscription,172060.29,177811.77,93176.4,82130.94,7,Completed
TXN0001008,2025-09-22 00:00:00,D005,R002,Software,201368.82,239052.11,141090.61,124569.63,81,Cancelled
TXN0001009,2024-08-21 00:00:00,D009,R001,Software,163443.95,136834.68,65057.53,63079.19,180,Completed
TXN0001010,2024-02-29 00:00:00,D006,R003,Subscription,150772.91,170801.09,64376.66,,49,Completed
TXN0001011,2026-09-08 00:00:00,D006,R003,Support,95310.54,98363.41,63381.81,57678.6,126,Completed
TXN0001012,2026-08-01 00:00:00,D003,R003,Support,92452.73,105504.86,57626.38,54256.44,142,Completed
TXN0001013,2024-04-24 00:00:00,D008,R004,Consulting,117355.42,154146.97,78816.35,88937.78,138,Completed
TXN0001014,2024-02-08 00:00:00,D010,R002,Hardware,107812.0,102465.4,176533.2,194455.31,58,Cancelled
TXN0001015,2024-05-15 00:00:00,D006,R003,Hardware,277332.74,292820.56,166776.45,153307.07,43,Completed
TXN0001016,2026-12-30 00:00:00,D001,R001,,105293.55,112185.88,66201.48,74090.3,47,Cancelled
TXN0001017,2024-08-27 00:00:00,D010,,Subscription,158422.38,202827.77,76717.25,82902.07,83,Completed
TXN0001018,2026-10-14 00:00:00,D001,R001,Software,164200.68,176372.89,84721.93,103299.32,65,Completed
TXN0001019,2025-03-18 00:00:00,D008,R004,Hardware,318897.64,307290.72,146067.35,143262.62,139,Completed
TXN0001020,2025-02-17 00:00:00,D003,R003,Software,185819.76,164105.65,133674.6,152221.77,28,Pending
TXN0001021,2024-11-11 00:00:00,D009,R006,Subscription,131000.49,164069.77,90688.68,74427.51,53,Completed
TXN0001022,2025-09-27 00:00:00,D008,R004,Subscription,196148.2,196585.78,82833.52,66606.21,88,Completed
TXN0001023,2024-09-28 00:00:00,D002,R002,Subscription,169551.45,177165.18,74920.93,75984.37,57,Completed
TXN0001024,2024-08-25 00:00:00,D008,R004,Subscription,156976.93,113396.96,98824.19,94673.81,6,Completed
TXN0001025,2024-06-27 00:00:00,D001,R001,Subscription,150115.67,154172.49,59964.59,75794.72,90,Pending
TXN0001026,2025-10-01 00:00:00,D001,R001,Support,91409.67,94493.92,45881.94,33910.7,10,Cancelled
TXN0001027,2025-10-19 00:00:00,D005,,Services,149943.42,174957.7,79209.72,90201.2,56,Completed
TXN0001028,2026-06-22 00:00:00,D005,R002,Hardware,242015.28,194634.44,100805.29,82568.31,176,Completed
TXN0001029,2024-08-22 00:00:00,D005,R002,Hardware,189624.13,197059.52,130990.95,87267.61,8,Cancelled
TXN0001030,2025-12-18 00:00:00,D009,R001,Services,84351.32,83540.0,81864.02,106569.57,145,Completed
TXN0001031,2025-08-03 00:00:00,D005,R002,Support,106570.03,108655.68,53324.07,50031.64,151,Completed
TXN0001032,2026-06-27 00:00:00,D003,R006,Subscription,141909.46,130687.37,91424.65,90719.45,17,Completed
TXN0001033,2024-04-13 00:00:00,D001,R001,Support,61341.39,77135.02,58227.37,67406.49,32,Pending
TXN0001034,2025-01-01 00:00:00,D001,R001,Consulting,124597.36,114403.3,64126.98,79616.44,157,Cancelled
TXN0001035,2025-11-11 00:00:00,D008,R004,Hardware,275082.51,258095.61,113541.49,109348.36,55,Cancelled
TXN0001036,2024-09-26 00:00:00,D002,R002,Consulting,113330.0,130476.65,86374.93,63760.55,28,Pending
TXN0001037,2026-08-11 00:00:00,D002,R002,Support,74102.52,61150.01,42637.61,54727.43,125,Completed
