Transaction_ID,Date,Department_ID,Region_ID,Product_Category,Budget_Revenue,Actual_Revenue,Budget_Expense,Actual_Expense,Headcount,Status,Revenue_Variance,Expense_Variance
TXN0001265,2026-08-15,D003,R003,SERVICES,152623.12,152980.55,71640.39,72052.35,73,Cancelled,357.429999999993,411.9600000000064
TXN0001266,2024-02-05,D010,R002,CONSULTING,73570.01,88437.46,66483.69,85170.56,138,Completed,14867.450000000012,18686.869999999995
TXN0001267,2024-04-11,D006,R003,SERVICES,151612.09,139551.27,64296.25,73624.92,180,Completed,-12060.820000000007,9328.669999999998
TXN0001268,2025-02-20,D007,R004,SOFTWARE,138801.83,154690.29,89705.72,104590.07,110,Completed,15888.460000000021,14884.350000000006
TXN0001269,2025-04-28,D005,R002,HARDWARE,225662.43,242849.77,104956.55,79553.07,108,Completed,17187.339999999997,-25403.479999999996
TXN0001270,2025-05-17,D002,R002,SOFTWARE,229768.38,245255.3,120516.66,101922.38,84,Pending,15486.919999999984,-18594.28
TXN0001271,2026-05-14,D008,R004,CONSULTING,116351.28,122380.38,73497.87,74324.91,170,Completed,6029.100000000006,827.0400000000081
TXN0001272,2024-02-29,D004,R001,SERVICES,152493.62404958677,116232.95,101047.21,113103.05,71,Completed,-36260.67404958677,12055.839999999997
TXN0001273,2026-09-22,D009,R001,SOFTWARE,198102.65,222206.55,107246.0,109739.99,10,Completed,24103.899999999994,2493.9900000000052
TXN0001274,2024-10-05,D002,R002,HARDWARE,207765.18,208232.11,96173.68,106001.04,109,Completed,466.929999999993,9827.36
TXN0001275,2024-10-14,D002,R002,SUBSCRIPTION,82274.6,89641.57,69758.62,64588.17,65,Completed,7366.970000000001,-5170.449999999997
TXN0001276,2026-04-12,D010,R002,SOFTWARE,267829.74,266245.61,108878.08,106139.93,175,Cancelled,-1584.1300000000047,-2738.1500000000087
TXN0001277,2025-02-05,D009,R001,SOFTWARE,183325.72,154727.92,104758.79,119815.42,158,Completed,-28597.79999999999,15056.630000000005
TXN0001278,2026-09-03,D006,R003,SUBSCRIPTION,91816.64,105735.72,95094.3,80267.49,65,Pending,13919.080000000002,-14826.809999999998
TXN0001279,2025-03-14,D004,R001,SERVICES,166743.66,162036.9,79105.9,85397.81,75,Pending,-4706.760000000009,6291.9100000000035
TXN0001280,2024-04-24,D007,R004,SUBSCRIPTION,147449.26,185676.87,92964.0,76164.88,130,Cancelled,38227.609999999986,-16799.119999999995
TXN0001281,2025-10-10,D006,R003,SOFTWARE,223486.64,287455.72,75960.06,85521.47,144,Pending,63969.07999999996,9561.410000000003
TXN0001282,2024-10-23,D008,R004,HARDWARE,217055.92,226643.68,140718.41,185927.56,97,Pending,9587.75999999998,45209.149999999994
TXN0001283,2024-12-03,D006,R003,SOFTWARE,158858.08,199536.79,99243.28,120083.28,174,Completed,40678.71000000002,20840.0
TXN0001284,2025-09-25,D004,R001,CONSULTING,52527.13,49873.6,80810.48,86297.29,168,Completed,-2653.529999999999,5486.809999999998
TXN0001285,2026-06-25,D002,R002,SERVICES,154858.91,158703.69,48935.14,58795.06,104,Completed,3844.779999999999,9859.919999999998
TXN0001286,2025-08-09,D007,R004,HARDWARE,185282.8,195558.92,160322.67,152620.96,28,Completed,10276.120000000024,-7701.710000000021
TXN0001287,2026-06-17,D005,R002,SERVICES,118466.76,121535.94,79518.3,98819.53,166,Completed,3069.1800000000076,19301.229999999996
TXN0001288,2024-06-13,D007,R004,HARDWARE,190601.5,200151.46,142308.87,149647.93,130,Pending,9549.959999999992,7339.059999999998
TXN0001289,2026-05-15,D007,R004,HARDWARE,200847.12,269180.89,139275.99,138576.62,30,Completed,68333.77000000002,-699.3699999999953
TXN0001290,2026-11-05,D005,R002,HARDWARE,267008.28,248414.73,122616.88,118082.58,159,Cancelled,-18593.550000000017,-4534.300000000003
TXN0001291,2024-04-16,D006,R003,SOFTWARE,203644.64,245794.96,93614.37,107630.27,169,Completed,42150.31999999998,14015.900000000009
TXN0001292,2024-07-01,D008,R004,SERVICES,132864.57,140377.84,57459.46,78067.34,107,Completed,7513.2699999999895,20607.879999999997
TXN0001293,2024-08-14,D005,R002,SOFTWARE,204217.22,217000.75,115242.62,143306.94,45,Completed,12783.529999999999,28064.320000000007
TXN0001294,2024-09-23,D009,R001,SUPPORT,92262.36,78604.15,55572.22,64253.06,157,Pending,-13658.210000000006,8680.839999999997
TXN0001295,2024-09-30,D006,R003,SUPPORT,94555.93,108751.98,68108.47,65915.22,71,Completed,14196.050000000003,-2193.25
TXN0001296,2025-10-02,D010,R002,HARDWARE,168878.69,210960.45,135558.19,151356.26,26,Pending,42081.76000000001,15798.070000000007
TXN0001297,2025-04-04,D006,R003,CONSULTING,99923.02,98902.37,92964.0,67071.58,10,Completed,-1020.6500000000087,-25892.42
TXN0001298,2025-04-13,D009,R001,SUPPORT,89804.89,83198.84,45137.24,41177.75,27,Pending,-6606.050000000003,-3959.489999999998
TXN0001299,2024-11-04,D004,R001,SERVICES,113814.4,127368.92,107950.65,117721.89,107,Cancelled,13554.520000000004,9771.240000000005
TXN0001300,2024-01-07,D007,R004,SERVICES,133522.28,126694.45,88774.71,85490.96,99,Completed,-6827.830000000002,-3283.75
TXN0001301,2026-12-12,D010,R002,SUPPORT,76168.07,69651.06,49339.99,56774.05,116,Pending,-6517.010000000009,7434.060000000005
TXN0001302,2025-02-20,D008,R004,SUPPORT,58938.95,52134.15,42054.09,46283.77,53,Completed,-6804.799999999996,4229.68
TXN0001303,2024-09-23,D005,R002,CONSULTING,141181.29,177790.05,98128.42,103621.06,115,Completed,36608.75999999998,5492.639999999999
TXN0001304,2025-01-22,D010,R002,HARDWARE,298551.89,342039.85,145275.63,148730.99,112,Completed,43487.95999999996,3455.359999999986
TXN0001305,2025-08-17,D007,R004,SOFTWARE,208317.27,240882.42,111380.53,94344.07,72,Completed,32565.150000000023,-17036.459999999992
TXN0001306,2026-01-27,D010,R002,SERVICES,96714.66,116289.65,88211.54,113907.25,154,Pending,19574.98999999999,25695.710000000006
TXN0001307,2026-03-25,D002,R005,HARDWARE,276882.61,276155.79,128669.14,117694.66,180,Completed,-726.820000000007,-10974.479999999996
TXN0001308,2025-08-06,D007,R004,SUPPORT,77445.6,62841.73,67039.23,58908.4,23,Completed,-14603.870000000003,-8130.8299999999945
TXN0001309,2026-08-22,D009,R006,SERVICES,171492.7,186617.51,70631.64,74110.31,95,Cancelled,15124.809999999998,3478.6699999999983
TXN0001310,2024-11-01,D010,R002,SOFTWARE,84282.33,155988.0,98705.6,94888.05,69,Cancelled,71705.67,-3817.550000000003
TXN0001311,2026-01-29,D010,R002,CONSULTING,106446.23,119108.04,63124.99,60297.08,38,Cancelled,12661.809999999998,-2827.909999999996
TXN0001312,2024-12-13,D001,R001,HARDWARE,201914.77,210905.16,152864.65,168838.82,133,Pending,8990.390000000014,15974.170000000013
TXN0001313,2024-02-07,D006,R003,SERVICES,113535.3,105706.47,71776.74,63723.02,86,Cancelled,-7828.830000000002,-8053.720000000008
TXN0001314,2025-03-10,D007,R004,SOFTWARE,143779.15,154964.33,137089.87,126387.3,16,Completed,11185.179999999993,-10702.569999999992
TXN0001315,2026-08-01,D008,R004,HARDWARE,245159.04,264045.35,142270.12,129301.74,115,Completed,18886.30999999997,-12968.37999999999
TXN0001316,2026-11-24,D005,R002,HARDWARE,266658.81,292557.64,154468.75,155581.43,85,Pending,25898.830000000016,1112.679999999993
TXN0001317,2024-05-11,D003,R003,CONSULTING,178308.96,229444.48,92968.48,107830.03,147,Pending,51135.52000000002,14861.550000000003
TXN0001318,2025-04-15,D001,R001,SOFTWARE,178814.81,201319.62,79414.64,85197.96,51,Completed,22504.809999999998,5783.320000000007
TXN0001319,2026-08-14,D008,R004,SUPPORT,103795.77,92532.32,46994.81,43222.18,116,Completed,-11263.449999999997,-3772.6299999999974
TXN0001320,2026-09-20,D008,R006,SUPPORT,75412.73,73602.41,67491.21,61985.77,122,Pending,-1810.3199999999924,-5505.44000000001
TXN0001321,2024-10-09,D002,R002,SERVICES,173041.29,152523.49,96751.35,117872.05,94,Completed,-20517.800000000017,21120.699999999997
TXN0001322,2024-10-12,D007,R001,SERVICES,120856.24,126669.11,94025.59,110727.75,135,Completed,5812.869999999995,16702.160000000003
TXN0001323,2025-10-03,D010,R002,SUBSCRIPTION,209765.36,211102.02,83241.41,81786.15,154,Completed,1336.6600000000035,-1455.2600000000093
TXN0001324,2026-02-05,D009,R001,SERVICES,130085.37,140490.29,59034.91,64057.72,24,Completed,10404.920000000013,5022.809999999998
TXN0001325,2024-02-23,D008,R004,HARDWARE,242668.83,254477.41,154211.48,172726.47,77,Completed,11808.580000000016,18514.98999999999
TXN0001326,2025-10-24,D007,R004,SOFTWARE,171933.25,138709.47,115528.68,134241.07,44,Completed,-33223.78,18712.390000000014
TXN0001327,2026-09-09,D002,R002,SUPPORT,97114.23,92406.24,62331.98,70922.55,121,Completed,-4707.989999999991,8590.57
TXN0001328,2024-03-30,D010,R002,HARDWARE,221744.88,225100.78,102410.16,125691.74,172,Cancelled,3355.899999999994,23281.58
TXN0001329,2024-09-21,D008,R004,SUPPORT,79791.69,65033.67,60051.57,68654.31,59,Completed,-14758.020000000004,8602.739999999998
TXN0001330,2024-05-24,D005,R002,SOFTWARE,154980.97,164728.06,139314.62,141720.27,145,Cancelled,9747.089999999997,2405.649999999994
TXN0001331,2024-12-30,D007,R004,HARDWARE,261667.56,321059.05,147260.47,134088.49,66,Pending,59391.48999999999,-13171.98000000001
TXN0001332,2026-06-03,D002,R005,SERVICES,159707.09,159595.55,72602.0,51430.65,108,Completed,-111.54000000000815,-21171.35
TXN0001333,2026-04-06,D003,R003,CONSULTING,115362.84,113313.89,75872.74,75996.17,84,Cancelled,-2048.949999999997,123.42999999999302
TXN0001334,2026-01-22,D003,R003,SOFTWARE,169420.24,156152.56,89391.72,87600.65,136,Completed,-13267.679999999993,-1791.070000000007
TXN0001335,2026-02-09,D008,R004,CONSULTING,135378.62,139638.63,64759.81,56812.43,73,Cancelled,4260.010000000009,-7947.379999999997
TXN0001336,2026-01-24,D010,R002,CONSULTING,90938.81,91394.65,83671.45,90251.16,162,Completed,455.8399999999965,6579.710000000006
TXN0001337,2024-03-23,D007,R004,SOFTWARE,122307.73,162142.74,136448.12,154786.04,136,Completed,39835.009999999995,18337.920000000013
TXN0001338,2024-11-13,D008,R004,SUPPORT,110042.33,122720.6,52760.61,48676.91,131,Cancelled,12678.270000000004,-4083.699999999997
TXN0001339,2026-06-14,D009,R001,CONSULTING,101240.23,104230.77,63231.33,57868.8,25,Pending,2990.540000000008,-5362.529999999999
TXN0001340,2025-07-09,D005,R002,SERVICES,152493.62404958677,153049.74,84564.22,84876.72,68,Cancelled,556.1159504132229,312.5
TXN0001341,2024-05-06,D007,R004,SOFTWARE,248406.0,225499.75,94854.05,86205.49,16,Cancelled,-22906.25,-8648.559999999998
TXN0001342,2024-12-07,D002,R002,CONSULTING,146333.22,154636.5,72279.59,76094.18,123,Cancelled,8303.279999999999,3814.5899999999965
TXN0001343,2024-06-16,D005,R002,SUBSCRIPTION,95327.13,93883.97,92813.81,98518.34,133,Completed,-1443.1600000000035,5704.529999999999
TXN0001344,2025-02-01,D002,R002,CONSULTING,112427.09,98334.5,72205.21,72162.78,51,Pending,-14092.589999999997,-42.43000000000757
TXN0001345,2025-01-09,D001,R001,SUPPORT,94060.18,66771.65,62115.42,52958.33,85,Cancelled,-27288.53,-9157.089999999997
TXN0001346,2025-06-26,D008,R004,CONSULTING,111440.95,108860.37,76021.68,73357.73,92,Completed,-2580.5800000000017,-2663.949999999997
TXN0001347,2025-06-15,D004,R001,SUPPORT,45064.2,63894.67,53419.35,52619.02,177,Completed,18830.47,-800.3300000000017
TXN0001348,2026-03-19,D007,R004,SOFTWARE,204410.73,205890.01,111756.94,106109.14,34,Completed,1479.2799999999988,-5647.800000000003
TXN0001349,2026-09-04,D003,R003,CONSULTING,106992.45,108078.49,69932.31,72016.04,173,Cancelled,1086.0400000000081,2083.729999999996
TXN0001350,2026-08-01,D008,R004,SUBSCRIPTION,126095.88,110870.3,96746.98,113671.2,177,Pending,-15225.580000000002,16924.22
TXN0001351,2024-01-29,D005,R002,SERVICES,164832.07,210575.65,63432.5,63915.5,53,Completed,45743.57999999999,483.0
TXN0001352,2024-02-24,D001,R001,SERVICES,165601.62,172662.38,79514.04,80020.41,58,Pending,7060.760000000009,506.3700000000099
TXN0001353,2025-01-25,D003,R003,CONSULTING,126979.4,114663.77,70646.26,62788.27,27,Completed,-12315.62999999999,-7857.989999999998
TXN0001354,2024-02-14,D008,R004,CONSULTING,108438.57,102812.88,72219.0,51876.3,34,Completed,-5625.690000000002,-20342.699999999997
TXN0001355,2026-09-20,D003,R003,CONSULTING,142885.77,151518.23,92405.48,103284.71,125,Completed,8632.460000000021,10879.23000000001
TXN0001356,2025-08-26,D008,R004,SERVICES,158646.59,184359.37,107844.56,101421.9,150,Pending,25712.78,-6422.6600000000035
TXN0001357,2026-03-06,D001,R001,SOFTWARE,130571.48,147865.0,89686.72,103071.66,111,Pending,17293.520000000004,13384.940000000002
TXN0001358,2025-08-18,D010,R002,SUBSCRIPTION,135002.31,100892.72,86924.26,72430.42,14,Pending,-34109.59,-14493.839999999997
TXN0001359,2026-09-26,D007,R004,SUBSCRIPTION,188006.39,155988.0,102568.14,94320.9,64,Completed,-32018.390000000014,-8247.240000000005
TXN0001360,2024-10-05,D009,R006,SUBSCRIPTION,149677.98,142729.19,72360.0,83321.27,73,Pending,-6948.790000000008,10961.270000000004
TXN0001361,2025-11-12,D008,R004,SUBSCRIPTION,141563.55,116459.82,111365.91,109027.76,119,Pending,-25103.72999999998,-2338.1500000000087
TXN0001362,2025-01-28,D001,R001,SUPPORT,80896.73,62526.86,42425.64,50257.42,125,Completed,-18369.869999999995,7831.779999999999
TXN0001363,2025-11-25,D008,R004,SERVICES,139288.91,122326.16,103554.84,121869.2,159,Pending,-16962.75,18314.36
TXN0001364,2026-10-03,D003,R003,SUPPORT,96421.14,99486.62,56493.78,49490.16,111,Completed,3065.479999999996,-7003.619999999995
TXN0001365,2025-02-28,D008,R004,SERVICES,176462.99,182031.07,76012.65,75358.49,77,Completed,5568.080000000016,-654.1599999999889
TXN0001366,2024-11-16,D008,R004,SERVICES,136752.29,127523.83,78076.32,79493.87,160,Pending,-9228.460000000006,1417.5499999999884
TXN0001367,2025-09-13,D002,R002,CONSULTING,104802.66,132270.37,68248.15,48990.23,65,Completed,27467.709999999992,-19257.91999999999
TXN0001368,2025-06-18,D009,R005,HARDWARE,229324.05,242568.6,59429.93,46034.32,96,Completed,13244.550000000017,-13395.61
TXN0001369,2024-06-03,D003,R003,SUBSCRIPTION,164688.54,169435.32,111528.44,107481.19,21,Completed,4746.779999999999,-4047.25
TXN0001370,2024-04-09,D007,R004,SERVICES,119761.61,125931.34,75046.74,80471.86,148,Completed,6169.729999999996,5425.119999999995
TXN0001371,2025-12-28,D008,R004,HARDWARE,156392.23,153322.63,154163.02,106047.66,16,Cancelled,-3069.600000000006,-48115.359999999986
TXN0001372,2026-11-21,D005,R002,SUPPORT,105638.29,101686.89,61198.16,63462.48,159,Completed,-3951.399999999994,2264.3199999999997
TXN0001373,2026-07-25,D001,R001,CONSULTING,157300.35,191002.57,53766.58,47586.36,33,Completed,33702.22,-6180.220000000001
TXN0001374,2024-03-26,D010,R002,SOFTWARE,165660.11,152174.46,110136.01,135652.13,134,Completed,-13485.649999999994,25516.12000000001
TXN0001375,2026-10-01,D003,R003,SERVICES,114869.85,114514.86,70597.1,82828.15,45,Completed,-354.99000000000524,12231.049999999988
TXN0001376,2024-07-22,D008,R004,CONSULTING,149380.62,153179.56,71945.12,72990.21,44,Completed,3798.9400000000023,1045.090000000011
TXN0001377,2025-02-17,D006,R003,SOFTWARE,224461.59,264561.79,112499.98,113074.32,117,Pending,40100.19999999998,574.3400000000111
TXN0001378,2025-11-30,D001,R001,CONSULTING,101831.83,77067.65,70114.35,62586.76,78,Cancelled,-24764.180000000008,-7527.590000000004
TXN0001379,2026-04-29,D003,R003,HARDWARE,233239.35,212692.27,138272.43,114620.69,97,Completed,-20547.080000000016,-23651.73999999999
TXN0001380,2026-05-13,D003,R003,SUBSCRIPTION,139802.86,127241.9,77388.27,86809.88,63,Completed,-12560.959999999992,9421.61
TXN0001381,2026-07-28,D007,R004,CONSULTING,147372.91,133083.71,86971.62,114713.92,137,Completed,-14289.200000000012,27742.300000000003
TXN0001382,2026-11-25,D001,R001,SOFTWARE,172421.71,169377.6,106548.76,121826.5,22,Completed,-3044.109999999986,15277.740000000005
TXN0001383,2026-07-06,D006,R003,SERVICES,155582.69,170694.91,104796.17,70662.91,20,Pending,15112.220000000001,-34133.259999999995
TXN0001384,2024-05-11,D001,R001,SUPPORT,97207.31,87065.4,62486.33,67798.68,152,Completed,-10141.910000000003,5312.349999999991
TXN0001385,2026-03-04,D009,R001,CONSULTING,107860.39,104226.52,72355.7,80541.09,179,Cancelled,-3633.8699999999953,8185.389999999999
TXN0001386,2025-05-12,D005,R002,HARDWARE,233175.69,296288.32,114070.97,95606.0,7,Completed,63112.630000000005,-18464.97
TXN0001387,2026-07-04,D009,R001,SERVICES,172738.58,217106.61,94078.65,86795.84,119,Completed,44368.03,-7282.809999999998
TXN0001388,2026-06-24,D009,R001,SUBSCRIPTION,151373.97,175137.6,72205.88,70806.84,93,Pending,23763.630000000005,-1399.0400000000081
TXN0001389,2024-03-16,D004,R001,SOFTWARE,233045.66,235728.72,84808.15,83844.56,142,Completed,2683.0599999999977,-963.5899999999965
TXN0001390,2024-09-15,D007,R004,SUPPORT,114992.33,92838.74,57142.58,56003.68,138,Cancelled,-22153.589999999997,-1138.9000000000015
TXN0001391,2025-01-10,D005,R002,SUBSCRIPTION,163389.97,134986.9,65926.64,66479.64,138,Completed,-28403.070000000007,553.0
TXN0001392,2025-09-14,D003,R006,SERVICES,145292.21,141757.26,93366.23,123414.23,113,Cancelled,-3534.9499999999825,30048.0
TXN0001393,2025-06-15,D002,R002,HARDWARE,235274.15,241696.56,126210.55,153215.27,165,Cancelled,6422.4100000000035,27004.719999999987
TXN0001394,2024-12-09,D006,R003,SUPPORT,90354.6,77006.87,57789.18,64862.86,119,Completed,-13347.73000000001,7073.68
TXN0001395,2025-11-25,D010,R002,CONSULTING,126216.16,126752.66,77526.67,72029.9,65,Cancelled,536.5,-5496.770000000004
TXN0001396,2026-12-28,D010,R002,SUPPORT,111290.47,123252.16,61276.74,53856.96,157,Completed,11961.690000000002,-7419.779999999999
TXN0001397,2024-10-13,D006,R003,SUPPORT,132100.93,155124.91,39828.26,41370.09,101,Cancelled,23023.98000000001,1541.8299999999945
TXN0001398,2025-01-29,D004,R001,SUBSCRIPTION,151635.29,167389.77,96395.69,107187.11,97,Pending,15754.479999999981,10791.419999999998
TXN0001399,2026-04-23,D002,R002,CONSULTING,119875.15,138396.35,64569.41,71202.87,25,Completed,18521.20000000001,6633.459999999992
TXN0001400,2026-02-09,D001,R001,SERVICES,144873.84,118472.66,85811.81,93936.88,59,Pending,-26401.179999999993,8125.070000000007
TXN0001401,2026-04-04,D002,R002,SUBSCRIPTION,163282.36,163755.08,78574.18,73442.19,155,Cancelled,472.72000000000116,-5131.989999999991
TXN0001402,2026-10-18,D009,R001,HARDWARE,166916.65,193224.08,137580.03,110434.93,167,Pending,26307.429999999993,-27145.100000000006
TXN0001403,2026-03-05,D008,R004,CONSULTING,106244.04,111815.88,67732.56,57916.58,46,Completed,5571.840000000011,-9815.979999999996
TXN0001404,2026-07-26,D009,R001,SUPPORT,96932.99,99010.45,70163.06,73279.56,38,Cancelled,2077.459999999992,3116.5
TXN0001405,2026-07-21,D009,R001,SERVICES,143909.91,162254.27,79583.35,88473.2,126,Completed,18344.359999999986,8889.849999999991
TXN0001406,2024-08-31,D003,R003,HARDWARE,202231.65,228217.53,150434.81,159602.85,159,Pending,25985.880000000005,9168.040000000008
TXN0001407,2025-08-16,D002,R002,SUBSCRIPTION,187720.07,215501.56,106784.57,76089.53,15,Cancelled,27781.48999999999,-30695.040000000008
TXN0001408,2026-05-02,D003,R003,HARDWARE,227568.52,267352.93,118326.79,114392.7,82,Completed,39784.41,-3934.0899999999965
TXN0001409,2026-05-13,D008,R005,SERVICES,145486.5,143941.17,73784.76,94690.32,17,Completed,-1545.3299999999872,20905.560000000012
TXN0001410,2026-09-28,D005,R002,SUPPORT,88981.12,87597.3,51058.68,61940.94,5,Completed,-1383.8199999999924,10882.260000000002
TXN0001411,2026-05-05,D009,R001,SOFTWARE,151113.99,146429.26,92964.0,143157.58,128,Cancelled,-4684.729999999981,50193.57999999999
TXN0001412,2026-11-02,D005,R002,HARDWARE,299296.13,335385.01,137864.34,153584.44,126,Cancelled,36088.880000000005,15720.100000000006
TXN0001413,2026-01-08,D003,R003,SUBSCRIPTION,125266.56,138413.4,77242.02,76229.34,120,Pending,13146.839999999997,-1012.6800000000076
TXN0001414,2024-01-07,D003,R003,HARDWARE,163915.75,158372.1,130087.59,132185.34,164,Cancelled,-5543.649999999994,2097.75
TXN0001415,2025-11-25,D007,R004,CONSULTING,99002.33,119268.53,84816.99,86315.78,143,Completed,20266.199999999997,1498.7899999999936
TXN0001416,2024-06-30,D008,R004,SUPPORT,135752.37,141802.09,51882.98,46534.92,47,Completed,6049.720000000001,-5348.060000000005
TXN0001417,2025-09-24,D010,R002,SUPPORT,68614.75,69124.49,52898.98,61879.39,148,Completed,509.74000000000524,8980.409999999996
TXN0001418,2024-04-18,D009,R001,SUBSCRIPTION,193715.05,194781.54,66164.76,79905.3,150,Cancelled,1066.4900000000198,13740.540000000008
TXN0001419,2024-08-02,D004,R001,SUBSCRIPTION,125607.42,78050.59,75417.92,84753.64,35,Cancelled,-47556.83,9335.720000000001
TXN0001420,2025-02-25,D003,R003,HARDWARE,272685.12,239077.21,142202.38,160715.8,67,Cancelled,-33607.91,18513.419999999984
TXN0001421,2025-10-18,D008,R004,SUBSCRIPTION,117149.58,114898.48,73797.32,77231.15,107,Cancelled,-2251.100000000006,3433.829999999987
TXN0001422,2025-11-27,D001,R001,SOFTWARE,182773.27,212601.65,105100.64,123350.8,116,Completed,29828.380000000005,18250.160000000003
TXN0001423,2025-10-06,D007,R006,CONSULTING,120227.98,118854.76,82593.19,58077.15,28,Completed,-1373.2200000000012,-24516.04
TXN0001424,2024-10-21,D002,R002,HARDWARE,192711.17,233151.18,155850.41,186020.36,51,Completed,40440.00999999998,30169.949999999983
TXN0001425,2024-12-12,D002,R002,CONSULTING,96727.28,106705.3,91676.71,90274.79,20,Cancelled,9978.020000000004,-1401.9200000000128
TXN0001426,2024-04-29,D006,R003,SUPPORT,95082.32,108715.93,41935.48,47024.62,81,Pending,13633.609999999986,5089.139999999999
TXN0001427,2025-10-25,D002,R002,CONSULTING,120731.9,128209.19,86330.95,83739.07,71,Pending,7477.290000000008,-2591.87999999999
TXN0001428,2025-04-29,D002,R005,SUBSCRIPTION,103203.84,85706.41,94147.61,69387.75,131,Cancelled,-17497.429999999993,-24759.86
TXN0001429,2025-05-07,D009,R001,SOFTWARE,193334.73,211960.74,93431.3,107484.97,20,Completed,18626.00999999998,14053.669999999998
TXN0001430,2026-09-18,D008,R004,SOFTWARE,134137.02,169748.71,127210.55,118551.31,12,Pending,35611.69,-8659.240000000005
TXN0001431,2025-05-07,D004,R001,SOFTWARE,223806.08,237891.91,146949.57,142336.57,146,Cancelled,14085.830000000016,-4613.0
TXN0001432,2024-09-14,D002,R002,SUBSCRIPTION,141842.8,146774.72,113573.99,109645.4,82,Cancelled,4931.920000000013,-3928.590000000011
TXN0001433,2026-10-21,D007,R004,SUPPORT,106690.05,128444.18,51655.68,52040.88,57,Completed,21754.12999999999,385.1999999999971
TXN0001434,2025-05-17,D006,R003,SERVICES,123499.8,152547.7,78055.72,84416.84,142,Pending,29047.90000000001,6361.119999999995
TXN0001435,2026-09-08,D009,R001,SOFTWARE,182770.63,182246.06,79803.53,78539.94,163,Completed,-524.570000000007,-1263.5899999999965
TXN0001436,2025-05-28,D003,R006,HARDWARE,229431.58,190991.77,125494.09,147685.5,179,Pending,-38439.81,22191.410000000003
TXN0001437,2026-11-11,D006,R003,SERVICES,170472.61,176739.31,84669.7,96416.7,77,Completed,6266.700000000012,11747.0
TXN0001438,2024-05-23,D003,R003,SUBSCRIPTION,169417.44,179371.13,77974.21,80059.78,81,Completed,9953.690000000002,2085.5699999999924
TXN0001439,2025-07-26,D007,R004,SERVICES,135656.15,144365.17,94720.35,114021.64,115,Completed,8709.020000000019,19301.289999999994
TXN0001440,2025-02-12,D010,R002,HARDWARE,207611.68,237754.08,168917.33,165215.04,167,Completed,30142.399999999994,-3702.289999999979
TXN0001441,2025-10-20,D008,R004,SUPPORT,83886.34,84811.01,66834.72,67649.29,92,Completed,924.6699999999983,814.5699999999924
TXN0001442,2024-02-02,D008,R004,HARDWARE,125549.5,128436.42,131886.0,110545.67,39,Completed,2886.9199999999983,-21340.33
TXN0001443,2024-12-21,D010,R002,SOFTWARE,78312.12,66611.25,107588.98,95043.12,110,Cancelled,-11700.869999999995,-12545.86
TXN0001444,2024-06-15,D008,R004,SUBSCRIPTION,148050.41,154843.11,111628.12,135519.71,171,Completed,6792.6999999999825,23891.589999999997
TXN0001445,2024-09-09,D009,R006,SUPPORT,64840.83,68002.86,42648.68,41392.57,95,Pending,3162.029999999999,-1256.1100000000006
TXN0001446,2024-01-18,D010,R002,SERVICES,103663.86,79975.77,97864.64,115227.19,36,Pending,-23688.089999999997,17362.550000000003
TXN0001447,2024-01-20,D006,R003,CONSULTING,110842.53,105440.5,67406.45,55738.33,61,Completed,-5402.029999999999,-11668.119999999995
TXN0001448,2026-02-01,D005,R002,SUPPORT,83136.21,95891.21,50695.43,43978.03,54,Completed,12755.0,-6717.4000000000015
TXN0001449,2025-03-28,D010,R002,SUPPORT,92964.81,101498.56,46274.56,55406.27,64,Pending,8533.75,9131.71
TXN0001450,2025-04-03,D006,R006,SUPPORT,75720.77,80387.62,55794.73,63366.44,6,Completed,4666.849999999991,7571.709999999999
TXN0001451,2026-10-21,D007,R004,HARDWARE,257521.47,218683.03,160652.92,158333.25,131,Completed,-38838.44,-2319.670000000013
TXN0001453,2025-06-15,D003,R003,SERVICES,126671.31,115557.05,95575.31,92755.53,150,Completed,-11114.259999999995,-2819.779999999999
TXN0001454,2025-01-27,D009,R001,HARDWARE,237438.02,294676.81,132913.53,100605.23,178,Completed,57238.79000000001,-32308.300000000003
TXN0001455,2026-07-18,D009,R001,SUPPORT,88323.9,113205.42,50691.78,42298.75,5,Pending,24881.520000000004,-8393.029999999999
TXN0001456,2026-04-06,D001,R001,HARDWARE,265678.71,260533.91,171971.71,219625.14,109,Completed,-5144.8000000000175,47653.43000000002
TXN0001457,2026-11-10,D002,R002,CONSULTING,114187.08,113995.46,53201.31,54626.33,97,Cancelled,-191.61999999999534,1425.020000000004
TXN0001458,2024-06-04,D001,R001,SERVICES,167890.72,158052.25,90641.07,84513.71,76,Pending,-9838.470000000001,-6127.360000000001
TXN0001459,2026-03-13,D009,R001,SOFTWARE,151200.95,158600.63,107188.43,94372.22,54,Completed,7399.679999999993,-12816.209999999992
TXN0001460,2025-07-04,D002,R002,SOFTWARE,216944.12,214543.02,89227.92,119891.43,113,Completed,-2401.100000000006,30663.509999999995
TXN0001461,2025-09-28,D004,R001,HARDWARE,254808.96,290627.85,123041.41,123973.71,21,Completed,35818.889999999985,932.3000000000029
TXN0001462,2025-11-15,D001,R001,SOFTWARE,189110.62,182569.4,142253.08,95606.0,69,Completed,-6541.220000000001,-46647.07999999999
TXN0001463,2024-04-21,D002,R002,HARDWARE,155959.99,194084.37,153034.45,105926.67,90,Cancelled,38124.380000000005,-47107.78000000001
